SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
601319.SH,601319,中国人保,10009971,保险,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-28 00:00:00,2023-04-28 00:00:00,CNY,137769000000,7.9677434523,137769000000,7.9677434523,7199000000.0,,117155000000,5.7785201571,,,1033000000,29.6110414053,,,119255000000,0.6328846884,,,399000000.0,,,,,,,,,,,,,,,,1311000000,-30.1916932907,42000000,-35.3846153846,,,1480000000,25.636672326,,,,,,,,,,,91000000.0,,115932000000,0.7018519162,4394000000,744.2815249267,8073000000,-51.2823607507,3206000000,0.5015673981,,,-222000000,-7300.0,25000000,257.1428571429,,,,,112000000,-28.6624203822,,,0,,18514000000,103.5176431791,74000000,252.380952381,,,33000000,-55.4054054054,,,,,0,,18555000000,105.1636444051,2505000000,-15.3716216216,,,,,,,16050000000,163.8067061144,,,16050000000,163.8067061144,,,11721000000,229.9831081081,4329000000,70.971563981,11665000000,230.6405895692,,,,,0.27,237.5,0.26,225.0,1980000000,117.3107186571,1459000000,117.2642290853,521000000,117.4422497489,,,,,597000000,-89.2683803703,,,537000000.0,,,,-11000000,-110.3773584906,71000000.0,-98.6989188199,,,862000000,106.1509918653,-195000000,-33.5616438356,,,,,,,473000000.0,,-12000000.0,,,,,,596000000,-41.2807881773,,,,,,,18030000000,436.7575644378,13180000000,369.0344968361,4850000000,1165.9340659341,,,,,,,,,95000000.0,,
601319.SH,601319,中国人保,10009971,保险,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-25 00:00:00,2023-03-25 00:00:00,CNY,620859000000,3.8762504371,620859000000,3.8762504371,,,559728000000,5.6062670043,,,3465000000,-12.100456621,,,580138000000,3.2525722463,,,,,49933000000.0,-1.9749111683,,,30869000000.0,23.9420220027,328016000000.0,5.8806060723,72784000000.0,-14.4975036711,3998000000.0,8.5233441911,1313000000.0,31.8273092369,8152000000,3.5043169121,2169000000,8.1256231306,,,92429000000,6.99286938,,,,,,,,,2652000000.0,74.7035573123,,,-12177000000,-7.0693748351,-579000000,-191.0377358491,56656000000,-9.833691414,15466000000,13.9635988505,,,1059000000,419.9395770393,249000000,13.698630137,,,,,281000000,-25.2659574468,,,0,,40721000000,13.6569163783,484000000,37.1104815864,,,235000000,-18.4027777778,,,,,0,,40970000000,14.1448193241,6645000000,25.5906255906,,,,,,,34325000000,12.1658715117,,,34325000000,12.1658715117,,,24406000000,12.7923098253,9919000000,10.6537260152,24139000000,12.4051222352,,,,,0.55,12.2448979592,0.54,10.2040816327,-20648000000,-1014.842711564,-15405000000,-1218.7363834423,-5243000000,-695.7954545455,,,,,-75000000,-10.2941176471,,,,,-50000000.0,71.2643678161,-25000000,-123.5849056604,,,,,-15330000000,-1160.8996539792,-370000000,-154.0145985401,-16995000000.0,-3134.8214285714,,,,,,,,,,,193000000.0,341.25,1842000000,557.8571428571,,,,,,,13677000000,-58.3767004474,9001000000,-60.8907234412,4676000000,-52.4989841528,,,,,,,,,,,标准无保留意见
601319.SH,601319,中国人保,10009971,保险,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-28 00:00:00,2022-10-28 00:00:00,CNY,481475000000,6.3539572795,481475000000,6.3539572795,,,431661000000,8.2215168928,,,2926000000,-2.1731862253,,,441789000000,5.4092164975,,,,,38038000000.0,-4.024424091,,,25116000000.0,31.25,236398000000.0,7.5758816837,73144000000.0,-3.5090496544,3463000000.0,8.8651367494,1064000000.0,21.4611872146,5357000000,-0.888066605,1533000000,6.9783670621,,,63311000000,4.5736843844,,,,,,,,,2168000000.0,71.2480252765,,,-7803000000,1.3277693475,-853000000,-125.0659630607,46028000000,-9.605451796,10403000000,5.9368635438,,,1312000000,1526.0869565217,208000000,139.0804597701,,,,,193000000,-38.9240506329,,,0,,39686000000,18.141224101,308000000,20.7843137255,,,175000000,-21.1711711712,,,,,0,,39819000000,18.4208178439,6742000000,37.8732106339,,,,,,,33077000000,15.1104924308,,,33077000000,15.1104924308,,,23495000000,13.0926594465,9582000000,20.3768844221,23256000000,13.1844064827,,,,,0.53,12.7659574468,0.52,10.6382978723,-20323000000,-353.132664437,-15071000000,-322.7489481066,-5252000000,-470.8695652174,,,,,-35000000,-318.75,,,,,-18000000.0,76.9230769231,-17000000,-118.085106383,,,,,-15036000000,-319.8827143256,4000000,-98.9247311828,-17496000000.0,-365.8146964856,,,,,,,,,,,216000000.0,1642.8571428571,2240000000,1324.043715847,,,,,,,12754000000,-47.406185567,8424000000,-51.0517141197,4330000000,-38.4943181818,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-27 00:00:00,2022-08-27 00:00:00,CNY,336865000000,7.3758865248,336865000000,7.3758865248,,,301773000000,9.405034242,,,1769000000,-5.2997858672,,,307004000000,7.3196651111,,,,,25880000000.0,-6.1434684848,,,18417000000.0,46.7957914873,156202000000.0,11.2232982056,59961000000.0,-3.0086863687,3009000000.0,25.7943143813,850000000.0,25.1840942563,3726000000,-2.7915470911,1069000000,7.6535750252,,,41843000000,4.8092578213,,,,,,,,,1675000000.0,3.5228677379,,,-5628000000,2.1897810219,92000000,177.3109243697,32432000000,-9.6475832289,7163000000,11.43434972,,,626000000,685.046728972,8000000,-90.0,,,,,165000000,-40.4332129964,,,0,,29861000000,7.9573391179,198000000,45.5882352941,,,105000000,52.1739130435,,,,,0,,29954000000,8.0318822808,5147000000,15.7669815565,,,,,,,24807000000,6.5547012585,,,24807000000,6.5547012585,,,17850000000,5.7213930348,6957000000,8.754103486,17757000000,6.20215311,,,,,0.4,5.2631578947,0.4,5.2631578947,-12146000000,-381.6019032514,-8940000000,-329.1886701872,-3206000000,-630.2961275626,,,,,-44000000,-15.7894736842,,,,,-18000000.0,76.9230769231,-26000000,-165.0,,,,,-8896000000,-335.0122249389,18000000,-93.2584269663,-10694000000.0,-391.904323827,,,,,,,,,,,93000000.0,542.8571428571,1687000000,1541.8803418803,,,,,,,12661000000,-39.0095862036,8910000000,-39.8013647727,3751000000,-37.0426317556,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-29 00:00:00,2023-04-28 00:00:00,CNY,127602000000,-26.5650717648,127602000000,-26.5650717648,,,110755000000,-28.5870875808,,,797000000,-0.1253132832,,,118505000000,-24.7993146556,,,,,14691000000.0,-0.3594682583,,,6930000000.0,4.6511627907,90489000000.0,25.1369067375,38795000000.0,-8.756291453,2539000000.0,27.2681704261,350000000.0,-5.6603773585,1878000000,-1.0537407798,65000000,-84.1849148418,,,1178000000,-93.939705731,,,,,,,,,260000000.0,-22.1556886228,,,115124000000,3864.6827992152,-682000000,-76.2273901809,16571000000,-7.9133092526,3190000000,20.6961785849,,,-3000000,-103.3333333333,7000000,-83.3333333333,,,,,157000000,18.045112782,,,0,,9097000000,-43.7658403907,21000000,-36.3636363636,,,74000000,94.7368421053,,,,,0,,9044000000,-44.0761810537,2960000000,27.147766323,,,,,,,6084000000,-56.0531638255,,,6084000000,-56.0531638255,,,3552000000,-64.6003587801,2532000000,-33.5433070866,3528000000,-64.7164716472,,,,,0.08,-65.2173913043,0.08,-65.2173913043,-11438000000,-93.3400946586,-8451000000,-89.0604026846,-2987000000,-106.5698478562,,,,,5563000000,14539.4736842105,,,,,,,106000000,178.9473684211,5457000000.0,,,,-14014000000,-210.8695652174,-146000000,-164.8888888889,-14843000000.0,-236.7286751361,,,,,,,,,,,-40000000.0,-544.4444444444,1015000000,403.8922155689,,,,,,,-5354000000,-167.5327951564,-4899000000,-188.0481667865,-455000000,-119.2470389171,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-26 00:00:00,2023-03-25 00:00:00,CNY,597691000000,2.3976522025,597691000000,2.3976522025,,,530014000000,1.7787771891,,,3942000000,9.8356088047,,,561863000000,1.7405129189,,,,,50939000000,-18.4832530525,,,24906000000,-45.0453432184,309798000000,8.5856089841,85125000000,73.6465260495,3684000000,19.2233009709,996000000,41.2765957447,7876000000,-7.5695340922,2006000000,0.9562154001,,,86388000000,-16.6854729046,,,,,,,,,1518000000,-60.4584527221,,,-11373000000,2.9193341869,636000000,524.0,62835000000,4.9594093475,13571000000,18.9082625077,,,-331000000,59.4362745098,219000000,108.5714285714,,,,,376000000,7.1225071225,,,0,,35828000000,13.9386229925,353000000,-20.316027088,,,288000000,18.0327868852,,,,,0,,35893000000,13.4275060043,5291000000,57.0029673591,,,,,,,30602000000,8.2337129518,,,30602000000,8.2337129518,,,21638000000,7.8180278041,8964000000,9.2504570384,21475000000,8.3337537204,,,,,0.49,8.8888888889,0.49,8.8888888889,2257000000,-72.2727272727,1377000000,-75.7783641161,880000000,-64.1547861507,,,,,-68000000,-23.6363636364,,,,,-174000000.0,-205.2631578947,106000000,5200.0,,,,,1445000000,-74.8257839721,685000000,177.3137697517,560000000,-92.8725976836,,,,,,,,,,,-80000000,1.2345679012,280000000,124.347826087,,,,,,,32859000000,-9.7627286209,23015000000,-10.6352411276,9844000000,-7.6547842402,,,,,,,,,,,标准无保留意见
601319.SH,601319,中国人保,10009971,保险,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2022-10-28 00:00:00,CNY,452710000000,-0.0783552029,452710000000,-0.0783552029,,,398868000000,-1.7779397569,,,2991000000,28.1491002571,,,419118000000,-0.7252830546,,,,,39633000000,-23.3018539304,,,19136000000,-54.7184098438,219750000000,10.5721574527,75804000000,56.9993579521,3181000000,17.684054754,876000000,43.137254902,5405000000,-3.1188385015,1433000000,-3.3715441672,,,60542000000,-20.3803311459,,,,,,,,,1266000000,-56.9387755102,,,-7908000000,2.7545499262,-379000000,-38.8278388278,50919000000,13.4306081533,9820000000,24.5560629122,,,-92000000,71.4285714286,87000000,67.3076923077,,,,,316000000,6.7567567568,,,0,,33592000000,8.7647725433,255000000,40.1098901099,,,222000000,24.7191011236,,,,,0,,33625000000,8.8575220952,4890000000,-0.0408830744,,,,,,,28735000000,10.5319844597,,,28735000000,10.5319844597,,,20775000000,10.8827924851,7960000000,9.6267731717,20547000000,10.3253865979,,,,,0.47,11.9047619048,0.47,11.9047619048,-4485000000,-369.0461907618,-3565000000,-448.14453125,-920000000,-243.0793157076,,,,,16000000,120.5128205128,,,,,-78000000.0,2.5,94000000,4600.0,,,,,-3581000000,-424.9546279492,372000000,187.323943662,-3756000000,-291.8283963228,,,,,,,,,,,-14000000,39.1304347826,-183000000,55.0368550369,,,,,,,24250000000,-12.3409485252,17210000000,-12.9048582996,7040000000,-10.9311740891,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-21 00:00:00,2022-08-27 00:00:00,CNY,313725000000,1.1112650954,313725000000,1.1112650954,,,275831000000,-1.5775088135,,,1868000000,33.5239456755,,,286065000000,-0.9610823948,,,,,27574000000,-21.3833608941,,,12546000000,-67.8431372549,140440000000,14.0555334476,61821000000,56.8423990258,2392000000,8.9253187614,679000000,45.0854700855,3833000000,7.759347765,993000000,-7.5418994413,,,39923000000,-15.6995650154,,,,,,,,,1618000000,-42.8470505122,,,-5754000000,-8.9566370006,-119000000,-305.1724137931,35895000000,27.9040763968,6428000000,18.2487122884,,,-107000000,-156.3157894737,80000000,66.6666666667,,,,,277000000,4.1353383459,,,0,,27660000000,29.0352677738,136000000,58.1395348837,,,69000000,-48.1203007519,,,,,0,,27727000000,29.6320538595,4446000000,20.3899268887,,,,,,,23281000000,31.5608047016,,,23281000000,31.5608047016,,,16884000000,33.9787335344,6397000000,25.5791126816,16720000000,33.2801913113,,,,,0.38,35.7142857143,0.38,35.7142857143,-2522000000,-206.6384778013,-2083000000,-229.2183622829,-439000000,-158.3001328021,,,,,-38000000,50.6493506494,,,,,-78000000.0,2.5,40000000,1233.3333333333,,,,,-2045000000,-221.0775606868,267000000,286.9565217391,-2174000000,-223.4525837592,,,,,,,,,,,-21000000,-191.3043478261,-117000000,28.6585365854,,,,,,,20759000000,3.479387867,14801000000,4.1297312509,5958000000,1.8984094407,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-29 00:00:00,2022-04-29 00:00:00,CNY,173762000000,2.8902007923,173762000000,2.8902007923,,,155091000000,0.1789243867,,,798000000,34.3434343434,,,157585000000,0.5262822149,,,,,14744000000,-15.2984431551,,,6622000000,-80.6464811784,72312000000,30.9027714922,42518000000,62.1401060138,1995000000,10.342920354,371000000,240.3669724771,1898000000,15.0303030303,411000000,-16.1224489796,,,19438000000,-10.2419652752,,,,,,,,,334000000,-45.9546925566,,,-3058000000,-15.0489089541,-387000000,-578.9473684211,17995000000,36.6881883783,2643000000,19.9727644122,,,90000000,-61.2068965517,42000000,90.9090909091,,,,,133000000,19.8198198198,,,0,,16177000000,33.4625855952,33000000,13.7931034483,,,38000000,-52.5,,,,,0,,16172000000,33.9850869925,2328000000,6.1075660893,,,,,,,13844000000,40.1782098015,,,13844000000,40.1782098015,,,10034000000,42.1045177737,3810000000,35.3463587922,9999000000,41.2886816448,,,,,0.23,43.75,0.23,43.75,-5916000000,-91.7666126418,-4470000000,-89.0862944162,-1446000000,-100.5547850208,,,,,38000000,,,,,,,,38000000,,,,,,-4508000000,-90.6937394247,225000000,476.9230769231,-4408000000,-81.7731958763,,,,,,,,,,,9000000,-59.0909090909,-334000000,,,,,,,,7928000000,16.7427477544,5564000000,18.4585905897,2364000000,12.893982808,,,,,,,,,,,
601319.SH,601319,中国人保,10009971,保险,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-24 00:00:00,2022-03-26 00:00:00,CNY,583696000000,5.0729503254,583696000000,5.0729503254,,,520751000000,3.8546297238,,,3589000000,9.755351682,,,552251000000,5.0468025694,,,,,62489000000,-5.958042379,,,45321000000,-8.1548282501,285303000000,3.9631668896,49022000000,25.678100805,3090000000,56.4556962025,705000000,-3.8199181446,8521000000,7.0208490329,1987000000,-6.1407652338,,,103689000000,12.1507760532,,,,,,,,,3839000000,85.6382978723,,,-11715000000,-8.3017472497,-150000000,-128.4629981025,59866000000,20.4014319617,11413000000,-9.1755530797,,,-816000000,-571.676300578,105000000,43.8356164384,,,,,351000000,7.3394495413,,,0,,31445000000,5.534299906,443000000,19.0860215054,,,244000000,-37.1134020619,,,,,0,,31644000000,6.2592343855,3370000000,275.9791122715,,,,,,,28274000000,-10.7935005521,,,28274000000,-10.7935005521,,,20069000000,-10.4102495424,8205000000,-11.717236927,19823000000,3.6334169803,,,,,0.45,-11.7647058824,0.45,-11.7647058824,8140000000,-48.1891668258,5685000000,-51.4227121251,2455000000,-38.74750499,,,,,-55000000,31.25,,,,,-57000000.0,29.6296296296,2000000,100.0,,,,,5740000000,-51.2857506577,-886000000,-667.9487179487,7857000000,-31.5711548511,,,,,,,,,,,-81000000,-468.1818181818,-1150000000,-1034.9593495935,,,,,,,36414000000,-23.1869383622,25754000000,-24.4839315036,10660000000,-19.8616749361,,,,,,,,,,,标准无保留意见
