SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
603716.SH,603716,塞力医疗,10401483,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-27 00:00:00,2023-04-27 00:00:00,CNY,444069353.53,-23.2887452022,444069353.53,-23.2887452022,,,,,,,,,,,455311016.55,-15.7004052053,344956616.06,-20.2381189228,,,,,7450644.9,-13.6669341887,,,,,,,,,,,,,1750451.31,-41.7572028247,32039910.17,3.444964072,49619178.41,8.7501757138,,,19494215.7,0.5255670035,19010682.5,-2.8209913847,986660.77,56.3390288088,,,,,,,,,1047869.24,613.0656324166,-1199872.31,-387.8158720303,,,,,-38885.37,-106.4011925777,-672769.22,42.4280368024,-343764.9,90.3601996511,710921.15,364.6021773503,,,0,,-10538292.12,-130.4616800429,561069.66,53.0163760376,,,869439.34,301.9842253066,,,,,0,,-10846661.8,-131.2173422138,-4195234.15,-146.5742373857,,,,,,,-6651427.65,-125.8428298192,,,-6651427.65,-125.8428298192,,,-14907815.02,-170.3680868984,8256387.37,81.3584904271,-16932199.76,-182.3114989221,,,,,-0.07,-170.0,-0.07,-170.0,-860262.66,79.4774068767,-860262.66,79.4774068767,,,,,,,-841136.36,79.9336876048,,,-841136.36,79.9336876048,,,,,,,,,-19126.3,,,,,,,,,,,,,,,,-19126.3,,,,,,,,,,-7511690.31,-134.8631516776,-15768077.68,-192.7878181409,8256387.37,81.3584904271,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-27 00:00:00,2023-04-27 00:00:00,CNY,2308631655.32,-11.1910134302,2308631655.32,-11.1910134302,,,,,,,,,,,2322527734.49,-7.798331657,1850068015.04,-9.8266954563,,,,,29447205.1,-16.985871509,,,,,,,,,,,,,10703621.8,-15.1101491039,135333544.87,-2.0943056218,208628378.2,2.0831050749,,,88346969.48,15.3299954263,98760044.78,19.3097922178,19363490.16,143.5796990413,,,,,,,,,-5950930.48,76.8118758888,-27991270.06,-2.9989484428,,,,,-22696.71,-105.6683913478,-39820573.42,-1547.632935872,-91920743.71,-20.0335592756,3085553.76,-58.7274946424,,,0,,-148525469.73,-816.7725004258,363620.38,-17.4368353396,,,43552968.48,421.7848292635,,,,,0,,-191714817.83,-695.2525071804,-455854.81,-103.1943685443,,,,,,,-191258963.02,-398.3558487228,,,-191258963.02,-398.3558487228,,,-154417230.0,-211.918060549,-36841733.02,-431.0809244694,-173187039.84,-242.0557021037,,,,,-0.79,-216.0,-0.79,-216.0,4530482.34,176.1190322631,4530482.34,176.1190322631,,,,,,,4531898.21,176.1428230914,,,4531898.21,176.1428230914,,,,,,,,,-1415.87,-884818.75,,,,,,,,,,,,,,,-1415.87,-884818.75,,,,,,,,,-186728480.68,-321.2253463727,-149886747.66,-170.272970579,-36841733.02,-431.0809244694,,,,,,,,,,,保留意见
603716.SH,603716,塞力医疗,10401483,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-27 00:00:00,2022-10-27 00:00:00,CNY,1762497864.8,-3.4762898629,1762497864.8,-3.4762898629,,,,,,,,,,,1705635944.09,-4.1088741872,1366177902.29,-5.9063769147,,,,,16811524.37,-34.948284317,,,,,,,,,,,,,7969323.62,4.4130115739,102205422.43,11.5627845537,150066844.13,0.3263874144,,,62404927.25,19.7336226841,70454133.4,18.8107755695,8792894.0,27.2654242285,,,,,,,,,-1596184.84,76.3526253086,-1477103.52,78.116807327,,,,,717297.56,859.7227618702,-1973690.88,-59.7244772811,-27621805.1,-98.8510639641,2354030.05,-62.6096490408,,,0,,28741567.5,-9.4664798336,407213.76,-37.0682235141,,,1455509.43,11.8914443082,,,,,0,,27693271.83,-10.9344306763,11214972.67,4.4478601456,,,,,,,16478299.16,-19.0483895241,,,16478299.16,-19.0483895241,,,-5014415.78,-684.6495169859,21492714.94,10.2300128121,-8592479.51,-524.306482123,,,,,-0.02,,-0.02,,-18694327.11,-222.4241074057,-18694327.11,-222.4241074057,,,,,,,-18694228.98,-222.4234647788,,,-18694228.98,-222.4234647788,,,,,,,,,-98.13,,,,,,,,,,,,,,,,-98.13,,,,,,,,,,-2216027.95,-106.2202765057,-23708742.89,-247.0053053301,21492714.94,10.2300128121,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-16 00:00:00,2022-08-16 00:00:00,CNY,1149901709.85,-3.9979738529,1149901709.85,-3.9979738529,,,,,,,,,,,1106153751.42,-3.7771732208,886647573.2,-5.8680173604,,,,,13914378.73,-23.1744192002,,,,,,,,,,,,,4973722.85,-0.2744266266,64704561.58,6.2361548677,96180653.17,5.7426065662,,,39732861.89,21.5336706761,45687474.85,22.6371171849,6117451.69,1.8864328327,,,,,,,,,-2898695.65,70.0313992358,-2778106.06,71.7470978235,,,,,622695.99,2807.3738695652,-1494023.69,-970.40187293,-18465396.78,-73.1405583679,1607959.1,-67.3131190324,,,0,,23120497.4,-29.1501427,285348.85,-45.9307479897,,,794959.87,17.657321515,,,,,0,,22610886.38,-30.3963018075,9679996.02,-22.7974540648,,,,,,,12930890.36,-35.1729077216,,,12930890.36,-35.1729077216,,,1680093.41,-48.5112104124,11250796.95,-32.5641805158,680475.77,-46.0213896491,,,,,0.01,-50.0,0.01,-50.0,-12827052.46,-1541.198735764,-12827052.46,-1541.198735764,,,,,,,-12826954.33,-1541.1861802035,,,-12826954.33,-1541.1861802035,,,,,,,,,-98.13,,,,,,,,,,,,,,,,-98.13,,,,,,,,,,103837.9,-99.4581947949,-11146959.05,-549.2094259838,11250796.95,-32.5641805158,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-28 00:00:00,2023-04-27 00:00:00,CNY,578884225.92,12.0094817399,578884225.92,12.0094817399,,,,,,,,,,,540110563.59,7.8738999988,432483050.05,7.3472855879,,,,,8630117.36,-10.1391520041,,,,,,,,,,,,,3005438.26,30.1629429693,30972904.73,15.1553068444,45626757.0,8.1623812779,,,19392296.19,15.3495582584,19562540.07,10.360534788,631103.3,-70.2128090387,,,,,,,,,-204236.88,81.4671539713,-245968.28,77.6803667331,,,,,607470.71,2741.177,-1168570.92,,-3566099.79,-372.135533847,153017.18,-93.8309238001,,,0,,34595242.63,106.7826762721,366672.95,-30.149129941,,,216286.93,-50.0656504378,,,,,0,,34745628.65,106.5482896239,9007628.22,211.3849307499,,,,,,,25738000.43,84.7763312341,,,25738000.43,84.7763312341,,,21185477.22,312.0563389558,4552523.21,-48.1953759769,20570880.11,418.9718455162,,,,,0.1,233.3333333333,0.1,233.3333333333,-4191783.44,-475.311119815,-4191783.44,-475.311119815,,,,,,,-4191783.44,-475.311119815,,,-4191783.44,-475.311119815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21546216.99,63.220732555,16993693.78,285.1007657402,4552523.21,-48.1953759769,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-26 00:00:00,2023-04-27 00:00:00,CNY,2599547348.18,22.304496722,2599547348.18,22.304496722,,,,,,,,,,,2518964977.78,27.5622442416,2051680399.65,25.6477865911,,,,,35472522.13,81.6161539633,,,,,,,,,,,,,12608835.67,27.7353715997,138228471.52,21.3481644626,204371113.17,36.2190969212,,,76603635.64,58.0497029937,82776143.47,43.4072075605,7949550.08,-22.3434860576,,,,,,,,,-25663699.45,-3543.716462235,-27176267.8,-1446.6868786637,,,,,400408.31,354.3548534841,-2416835.24,12.9989226466,-76579203.57,-108.376457702,7476051.51,46.4950392176,,,0,,-16200908.04,-113.854085777,440414.78,1748.1487869308,,,8346921.19,-6.0259706792,,,,,0,,-24107414.45,-122.3049016941,14270576.6,-45.211267939,,,,,,,-38377991.05,-146.7826386656,,,-38377991.05,-146.7826386656,,,-49505703.43,-186.0047900671,11127712.38,-54.5308821649,-50631238.94,-183.6090273381,,,,,-0.25,-186.2068965517,-0.25,-186.2068965517,-5951839.12,-321.8276850901,-5951839.12,-321.8276850901,,,,,,,-5951838.96,-321.8276791269,,,-5951838.96,-321.8276791269,,,,,,,,,-0.16,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,-44329830.17,-152.3264788975,-55457542.55,-192.0538778472,11127712.38,-54.5308821649,,,,,,,,,-2000000.0,,标准无保留意见
603716.SH,603716,塞力医疗,10401483,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2022-10-27 00:00:00,CNY,1825974014.36,34.5853165582,1825974014.36,34.5853165582,,,,,,,,,,,1778721367.21,40.2134922908,1451934634.35,42.0625846855,,,,,25843322.03,270.5812283561,,,,,,,,,,,,,7632500.49,9.4611683873,91612469.91,12.5847657478,149578638.28,31.0690471403,,,52119802.15,40.4790078346,59299447.43,80.8930173465,6909098.88,83.2255366991,,,,,,,,,-6749945.23,-409.1723757548,-6749945.23,-409.1723757548,,,,,74740.08,-66.8572645371,-1235684.67,-567.0531469866,-13890700.18,33.8566379017,6295822.29,131.1515463869,,,0,,31746879.44,-53.7200712932,647071.77,-5.9945247812,,,1300822.81,-88.0243467794,,,,,0,,31093128.4,-46.7798642589,10737388.64,-22.9605509668,,,,,,,20355739.76,-54.2424689136,,,20355739.76,-54.2424689136,,,857678.94,-97.0035751716,19498060.82,22.9177602668,-1376323.93,-104.1920049615,,,,,0.0,-100.0,0.0,-100.0,15270135.52,485.112954172,15270135.52,485.112954172,,,,,,,15270135.52,485.112954172,,,15270135.52,485.112954172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35625875.28,-24.3545705782,16127814.46,-48.3632087886,19498060.82,22.9177602668,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-25 00:00:00,2022-08-16 00:00:00,CNY,1197789000.92,55.2250962609,1197789000.92,55.2250962609,,,,,,,,,,,1149575197.95,57.0189285142,941919577.53,63.1200516804,,,,,18111647.95,419.8888132208,,,,,,,,,,,,,4987409.63,14.9064981107,60906347.43,28.2933840699,90957331.48,18.7541462624,,,32692883.93,43.4253819159,37254198.32,33.0221521353,6004186.74,4.524598395,,,,,,,,,-9672442.41,-3063.111852814,-9832993.59,,,,,,-23000.0,,-139575.96,,-10664974.72,34.2814542772,4919279.7,477.5570589292,,,0,,32633089.58,36.8898224488,527746.99,1052.5285889869,,,675656.95,-93.6147248991,,,,,0,,32485179.62,144.1897991022,12538441.45,1316.3087519829,,,,,,,19946738.17,60.628140615,,,19946738.17,60.628140615,,,3263027.59,-57.6602929251,16683710.58,254.1301050813,1260639.66,-90.2090458057,,,,,0.02,-50.0,0.02,-50.0,-781566.07,-621.3052205822,-781566.07,-621.3052205822,,,,,,,-781566.07,-621.3052205822,,,-781566.07,-621.3052205822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19165172.1,52.4932190658,2481461.52,-68.4159971567,16683710.58,254.1301050813,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-29 00:00:00,2022-04-28 00:00:00,CNY,516817163.09,83.6120750494,516817163.09,83.6120750494,,,,,,,,,,,500686972.1,68.7925351327,402882148.05,80.4060129745,,,,,9603868.15,930.7451379721,,,,,,,,,,,,,2308981.49,45.1083616847,26896636.88,24.9363973552,42183572.94,16.5661540115,,,16811764.59,28.6366087106,17726028.7,15.0009164149,2118707.0,-61.5594885325,,,,,,,,,-1102026.53,-353.9997497863,-1102026.53,-353.9997497863,,,,,-23000.0,,,,-755312.73,91.6540064602,2480390.5,987.8905701754,,,0,,16730242.23,171.0581456968,524936.84,37.3717245136,,,433142.58,-96.0602571897,,,,,0,,16822036.49,149.2498907031,2892763.05,141.2461162685,,,,,,,13929273.44,151.3179623493,,,13929273.44,151.3179623493,,,5141403.06,120.5387134264,8787870.38,516.4207836575,3963775.74,117.3993632708,,,,,0.03,125.0,0.03,125.0,-728611.58,,-728611.58,,,,,,,,-728611.58,,,,-728611.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200661.86,148.633625525,4412791.48,117.6280790595,8787870.38,516.4207836575,,,,,,,,,,,
603716.SH,603716,塞力医疗,10401483,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-29 00:00:00,2022-04-26 00:00:00,CNY,2125471603.95,16.0970371875,2125471603.95,16.0970371875,,,,,,,,,,,1974694779.6,21.3326295279,1632882245.93,24.6892611649,,,,,19531589.76,85.6174664634,,,,,,,,,,,,,9871060.39,7.0013072204,113910640.62,-2.4340624015,150031176.09,7.4604938412,,,48468066.81,15.8731583249,57721048.25,21.1485620649,10236810.38,59.1017315704,,,,,,,,,745232.65,116.2389591156,2018009.4,575.3695447304,,,,,-157421.14,2.151592701,-2777937.14,-101.2380287195,-36750410.49,-89.8408256025,5103279.64,7.4935587335,,,0,,116939567.87,-37.6185191729,23830.05,-79.9970066922,,,8882157.39,566.5913573872,,,,,0,,108081240.53,-41.9683848888,26046553.85,-40.5392133237,,,,,,,82034686.68,-42.4078955475,,,82034686.68,-42.4078955475,,,57561565.34,-47.8705311901,24473121.34,-23.5703659953,60557143.83,-44.0976954138,,,,,0.29,-48.2142857143,0.29,-48.2142857143,2683091.21,108.4933292989,2683091.21,108.4933292989,,,,,,,2683091.21,108.4933292989,,,2683091.21,108.4933292989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84717777.89,-41.0567709356,60244656.55,-46.0691810455,24473121.34,-23.5703659953,,,,,,,,,,,标准无保留意见
