002024.SZ,002024,ST易购,10007262,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2023-04-29 00:00:00,CNY,,18301604000,3551902000,,372238000,,,,,,,,,0,,,,,,,32466404000,3796166000,,1006000,10403657000,,,0,,0,,625717000,,12369171000,1573839000,,,2734000.0,,,,,0,,,,,,10162129000,,,,,,432643000,2606717000,,,,,8033198000,,,,,8917138000,8030692000,16361399000,,0,,,,,,13840446000,,917654000,321741000,1501969000,,-1115335000,21170456000,145468000,0,,12181094000,0,,30225461000,3626575000,11923857000,74673000,,-2043522000,,2410553000,739721000,4211161000,,,362709000,671429000,739026000,,,0,,,,,,,,,12316531000,,,,,,,,9310040000,,,32108755000,,,1227473000,,1809757000,1466709000,144712998000,64871249000,109545258000,14950105000,144712998000,129762893000,79841749000,20217635000,20820150000,2361764000,16065440000,,13921758000,,,2009568000,-23900314000,,13931487000,,-10.0231608601,-38.0824735619,,-15.6395397589,,,,,,,,,,,,,,,,-1.9244008033,-2.4607039943,,-69.2636724717,-0.6055579605,,,,,,,,-3.2999520917,23.2841940964,-24.3717503916,,,-92.7499337046,,,,,,,,,,,,-20.0941983243,,,,,11.8460782793,-52.2111042872,,,,,-11.6409638366,,,,,-14.9689436907,7.2239338447,-30.0444508978,,,,,,,,-10.1582611198,,-11.0051865329,-45.3124628182,11.805805238,,5.0135240554,10.1768651886,-18.4070449,,,-18.4816052997,,,-10.0620855238,-38.0123087421,-10.1217644597,-34.480701231,,38.217210048,,-22.684416305,-6.4610478291,2.0302541694,,,-10.1754099213,6.5444066602,-1.919600791,,,,,,,,,,,,-39.6094188378,,,,,,,,0,,,-1.1343053707,,,51.1078201094,,0,-10.8326671307,-14.5375521722,-12.6482836519,-2.0513420182,-49.4167675843,-14.5375521722,-7.1622750868,-16.0134430247,-27.6246343444,24.999219511,32.4884341522,-47.7200854158,5.1867281992,,,,0.0,-179.1034707053,,-41.5878697202,,,0
002024.SZ,002024,ST易购,10007262,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-29 00:00:00,2023-04-29 00:00:00,CNY,,18364753000,3273924000,,364987000,,,,,,,,,0,,,,,,,32466404000,3764738000,,46000,8509497000,,,0,,0,,620293000,,12593548000,1798681000,,,,,,,,0,,,,,,10537929000,,,,,,432643000,2606717000,,,,,8145764000,,,,,9200734000,7911936000,16604445000,,0,,,,,,13815302000,,917654000,283373000,1507965000,,-1025668000,15986574000,145468000,0,,13377006000,0,,29485405000,3410158000,11120652000,136234000,,-2095686000,,2350734000,877728000,3660649000,,,389773000,671155000,727011000,,,0,,,,,,,,,12099145000,,,,,,,,9310040000,,,28437627000,,,1201326000,,1809757000,1398481000,139922403000,59681396000,104166061000,15088258000,139922403000,124834145000,80241007000,20668084000,20514004000,2554356000,16113926000,,13934181000,,,2009568000,-23799664000,,14352158000,,-8.7956312296,-40.1116539317,,-25.2261222115,,,,,,,,,,,,,,,,-1.924403766,-2.2122606566,,-98.3739837398,-15.3978880633,,,,,,,,-2.2383155108,29.3310140412,-13.4069689182,,,,,,,,,,,,,,,-20.9312364238,,,,,43.118995951,-52.2111042872,,,,,-12.0729420657,,,,,-25.1357558826,5.7099182545,-31.8809578206,,,,,,,,-9.730387583,,0.9844746607,-54.1263507224,11.2864659823,,4.0812337687,-11.0244268305,-18.4070449,,,1.2804624874,,,-20.3168876963,-38.7282441442,-34.0705536516,37.728352626,,29.3929172102,,-27.5600601526,13.097473073,-15.6182518095,,,-22.7938365485,6.5364291077,-19.8073862126,,,,,,,,,,,,-40.6406969844,,,,,,,,0,,,-5.5052314895,,,37.7812796763,,0,6.0345350491,-18.0485114493,-20.7200786436,-5.5384089894,-51.3732989124,-18.0485114493,-10.6472412885,-15.9416978766,-29.7860818085,24.6703974593,76.593614756,-49.7978195567,-1.8781146815,,,,0.0,-219.4664244773,,-39.0628951294,带强调事项段的无保留意见,,0
002024.SZ,002024,ST易购,10007262,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-29 00:00:00,2022-10-29 00:00:00,CNY,,18167731000,4376543000,,481415000,,,,,,,,,0,,,,,,,32072761000,3879409000,,728000,10024006000,,,0,,0,,649555000,,11013647000,2163123000,,,137000.0,,,,,0,,,,,,12003694000,,,,,,302296000,5454081000,,,,,8876688000,,,,,9686654000,7646384000,20700984000,,0,,,,,,15074551000,,968382000,200164000,1346646000,,-1363109000,19336255000,174785000,0,,12595507000,0,,30346759000,4478192000,12179028000,101649000,,-1413351000,,2582748000,850670000,3971180000,,,324807000,622182000,886440000,,,0,,,,,,,,,18644458000,,,,,,,,9310040000,,,30377724000,,,924975000,,1809757000,1334820000,161038652000,70582493000,108045413000,27624755000,161038652000,133413897000,90456159000,25368484000,21109537000,1554223000,28987864000,,14124450000,,,1099449000,-11994190000,,20042589000,,7.0659820974,-26.0587692272,,47.1078951148,,,,,,,,,,,,,,,,-3.1131824571,0.8817576695,,-76.6442091755,-2.7208262126,,,,,,,,19.6780481693,41.741090417,-65.6414377232,,,-99.6366240518,,,,,,,,,,,,-9.991012369,,,,,121.1948926206,-14.584395988,,,,,-27.8583447959,,,,,-23.9550053792,6.7701379229,-28.0005843153,,,,,,,,-60.5769607459,,-1.2784897489,-69.7305046479,50.6371040542,,-130.5590652533,11.4748646117,,,,-2.0500461734,,,-14.1934012457,-25.2315626818,-33.8014959338,44.2505002342,,16.8474232045,,-23.4787359457,53.4123596255,-27.5184772963,,,-50.1412225575,10.5672823688,-23.1007461424,,,,,,,,,,,,-22.7194796385,,,,,,,,0,,,25.187229303,,,42.9895359748,,0,11.690698048,-23.1847418511,-11.7134579236,4.955918003,-59.6541247791,-23.1847418511,-5.4970078575,-30.2558009113,-33.6435888016,21.1515016975,-25.093282593,-58.0257446396,-1.1920860768,,,,-45.1893237111,-142.222839209,,-38.0825244683,,,0
002024.SZ,002024,ST易购,10007262,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-31 00:00:00,2022-08-31 00:00:00,CNY,,19225570000,4910094000,,414373000,,,,,,,,,0,,,,,,,33044890000,3861059000,,1227000,10463195000,,,0,,0,,644887000,,10344563000,2032836000,,,37710000.0,,,,,0,,,,,,12321466000,,,,,,302296000,5454081000,,,,,9007638000,,,,,9829178000,7668966000,21806721000,,0,,,,,,15337733000,,1021787000,353253000,1327807000,,-1241123000,21529162000,194785000,0,,13159613000,0,,31873438000,5052942000,12647868000,142848000,,-2297082000,,2693126000,784935000,4045579000,,,456246000,621903000,875224000,,,0,,,,,,,,,19899831000,,,,,,,,9310040000,,,32029554000,,,928463000,,1809757000,1523048000,165938988000,73770405000,110828961000,28728572000,165938988000,137210416000,92168583000,26381455000,19652342000,1453082000,29969695000,,13117072000,,,2009568000,-10190638000,,21330579000,,6.1940650739,-24.8067217522,,35.8559911347,,,,,,,,,,,,,,,,-0.1764567119,13.5158202356,,-54.6395563771,-0.441757087,,,,,,,,22.9042113027,46.9545942973,-69.4874880353,,,0.2498936623,,,,,,,,,,,,-10.7095240877,,,,,121.1948926206,-14.584395988,,,,,-28.162643504,,,,,-17.5892979539,9.4628474826,-27.4363876482,,,,,,,,-61.8803760125,,2.6115153718,-53.9462482644,48.6972540763,,-264.3621065734,13.0376790303,,,,-11.8864874424,,,-11.5468918663,-25.2139043053,-29.4601053915,-36.9497091304,,-45.5734451068,,-22.9900206256,35.7208932385,-27.3996760461,,,-32.4797215402,137.1512246462,-31.0563869559,,,,,,,,,,,,-18.1312008428,,,,,,,,0,,,66.0891957552,,,6.7827273062,,0,25.8379360915,-23.0787200881,-11.3994018333,7.8560502658,-60.6233163249,-23.0787200881,-3.8923279056,-30.4198889452,-34.0645310185,3.2707980993,-62.70790517,-59.113070387,-5.1471610181,,,,0.1827107293,-131.3335826334,,-36.9849862607,,,0
002024.SZ,002024,ST易购,10007262,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2022-04-30 00:00:00,CNY,,20340350000,5736505000,,441247000,,,,,,,,,0,,,,33424000.0,,,33103447000,3891935000,,3273000,10467041000,,,0,,0,,647070000,,10033055000,2081020000,,,37710000.0,,,,,0,,,,,,12717636000,,,,,,386820000,5454650000,,,,,9091541000,,,,,10486919000,7489645000,23388279000,,0,,,,,,15405363000,,1031132000,588326000,1343373000,,-1174204000,19214974000,178285000,0,,14942755000,0,,33607029000,5850476000,13266679000,113971000,,-3307591000,,3117810000,790816000,4127365000,,,403797000,630187000,753490000,,,0,,,,,,,,,20394788000,,,,,,,,9310040000,,,32477145000,,,812316000,,1809757000,1644895000,169329339000,74264424000,111839468000,29555456000,169329339000,139773883000,95064915000,27934415000,16656224000,1782619000,30729660000,,13235280000,,,2009568000,-8563245000,,23850332000,,-8.6219871213,-20.6334130204,,57.161072941,,,,,,,,,,,,,-93.31252501,,,-0.4151174206,0.9994493206,,10.3878583474,-15.6374453826,,,,,,,,24.3227353423,54.8894421494,-69.9085190174,,,-0.1324152542,,,,,,,,,,,,1.1788653752,,,,,183.0424761278,-14.5754849581,,,,,-28.3880777616,,,,,-50.743850167,2.8836536775,-18.4728552844,,,,,,,,-61.793520433,,4.5789789692,-53.3305357748,46.7692418627,,-191.5050669726,-17.9908862421,,,,-28.4875102104,,,-19.3396542617,-30.5274237603,-31.6337481752,-90.4500111026,,-158.6658293658,,-28.6059730078,30.7140365985,-24.2604717566,,,-47.0532932624,-68.1081712984,-35.2380281157,,,,,,,,,,,,-16.8856359322,,,,,,,,0,,,34.7260941173,,,8.3937807241,,0,-0.589670819,-28.1408230293,-26.9445480275,-5.4129322365,-62.4108938582,-28.1408230293,-10.9793090505,-29.0484364699,-27.9541375863,4.9116061061,-62.7714682036,-60.2691102619,-10.6700796926,,,,-12.8510343033,-123.5052400253,,-29.8550139497,,,0
002024.SZ,002024,ST易购,10007262,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-30 00:00:00,2023-04-29 00:00:00,CNY,,20135826000,5466713000,,488121000,,,,,,,,,0,,,,533300000,,,33103448000,3849908000,,2829000,10058256000,,,0,,0,,634495000,,9737454000,2077166000,,,37710000,,,,,0,,,,,,13327550000,,,,,,302296000,5454650000,,,,,9264229000,,,,,12289891000,7484573000,24375629000.0,,0,,,,,,15304488000,,908708000,617725000,1355030000,,-1069309000,17967374000,178285000.0,0,,13207884000,0,,37003330000,5565628000,16867504000,98915000,,-2968096000,,3245080000,776081000,4338200000,,,504847000,629977000,906581000,,,0,,,,,,,,,20382896000,,,,,,,,9310040000,,,30094393000,,,871908000,,1809757000,1318892000,170738086000,75279333000,110273456000,31028751000,170738086000,139709335000,95458753000,29435879000,16454591000,1446460000,32098060000,,14200890000,,,2009568000,-7449817000,,23552412000.0,,-35.1536018853,-28.9709708984,,70.3090272811,,,,,,,,,,,,,6.7075915858,,,-0.3755720585,11.1733311618,,53.2502708559,-12.6746051053,,,,,,,,-26.0629768946,71.7215619814,-69.8353128084,,,-8.3329281929,,,,,,,,,,,,-26.3647471479,,,,,121.1948926206,-14.5754849581,,,,,-33.2645897801,,,,,-49.3236795392,8.6894671502,,,,,,,,,-61.1086951644,,-7.9137536342,-59.1051425999,46.3051479917,,-4069.8214007175,-30.5950756402,662.1622777018,,,-25.31420558,,,-28.9392296123,-40.7470543484,-19.7596486294,-94.1696349472,,-119.005975246,,-45.8940606815,-52.9947003422,-21.9477124159,,,-40.0099340385,-68.1143773978,-35.742257687,,,,,,,,,,,,-17.7668819809,,,,,,,,0,,,26.7362276381,,,-7.4454804851,,0.0,46.4217001629,-19.4917246335,-29.9620325355,-11.499255544,-59.6147040829,-19.4917246335,3.3021486439,-8.7319072697,176.6095828944,4.1426514473,16.4750056971,-58.2368901741,-10.6842491104,,,,-12.8510343033,-120.6744682278,,,带强调事项段的无保留意见,,0
002024.SZ,002024,ST易购,10007262,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-30 00:00:00,2021-10-30 00:00:00,CNY,,16968724000,5918948000,,327253000,,,,,,,,,0,,,,506909000,,,33103328000,3845501000,,3117000,10304370000,,,0,,0,,542752000,,7770257000,6295732000,,,37702000,,,,210365000.0,0,,,,,,13336106000,,,,,,136665000,6385345000,,,,,12304525000,,,,,12738056000,7161538000,28751600000.0,,0,,,,,,38237922000,,980923000,661273000,893967000,,-591219000,17345843000,,0,,12859125000,0,,35366463000,5989415000,18397739000,70467000,,-1699708000,,3375203000,554499000,5478886000,,,651454000,562718000,1152729000,,,0,,,,,,,,,24125689000,,,,,,,,9310040000,,,24265833000,,,646883000,,1809757000,1195104000,209644094000,79947058000,102943612000,68469837000,209644094000,141174257000,129697036000,38230645000,17424082000,2074878000,69061056000,,14294857000,,,2005903000,28406877000,,32369842000.0,,-28.8568592574,-25.6015966322,,,,,,,,,,,,,,,-93.6597311018,,,-10.9352595643,9.1598905989,,,-22.814239782,,,,,,,,-33.1130683828,49.3355747663,-11.9922757913,,,295.7799706068,,,,2.072355333,,,,,,,,-26.7317534343,,,,,381.876520574,-14.609264548,,,,,-14.7209103737,,,,,-47.4080060121,19.025239732,,,,,,,,,-3.3023143816,,-62.8744121794,-66.9002050239,-7.6669235012,,57.7740225736,-43.7507693561,,,,178.5987781117,,,-27.3023756288,-30.7859417255,-25.8071739891,-89.9003898412,,-165.6632249554,,-52.9935133557,-44.1784962495,27.0588589974,,,132.6687905369,-95.2999982711,-12.8616374071,,,,,,,,,,,,-10.8915586965,,,,,,,,0,,,-13.6357602091,,,-32.967020441,,4.9218430228,-45.1153716859,-5.2213173294,-25.4558644202,-6.3867529336,-19.4972674095,-5.2213173294,3.6974819989,13.8238983993,46.0659018516,59.3385979568,34.2442638744,-20.1171707956,88.0853978089,,,,-13.051301346,-30.9989475272,,,,,0
002024.SZ,002024,ST易购,10007262,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-31 00:00:00,2021-08-31 00:00:00,CNY,,18104185000,6529964000,,305009000,,,,,,,,,0,,,,506884000,,,33103303000,3401340000,,2705000,10509622000,,,0,,0,,524707000,,7039292000,6662303000,,,37616000,,,,,0,,,,,,13799306000,,,,,,136665000,6385345000,,,,,12538933000,,,,,11927065000,7005999000,30051868000.0,,0,,,,,,40235793000,,995782000,767045000,892960000,,-340629000,19046005000,,0,,14934841000,0,,36034277000,6756526000,17930092000,226562000,,-1577954000,,3497113000,578345000,5572398000,,,675717000,262239000,1269478000,,,0,,,,,,,,,24306978000,,,,,,,,9310040000,,,19284550000,,,869488000,,1809757000,1210325000,215725724000,83261746000,102756369000,72958333000,215725724000,142767391000,132463978000,40011022000,19029912000,3896488000,73298962000,,13828866000,,,2005903000,32523054000,,33849995000.0,,-37.988172454,-4.232970057,,,,,,,,,,,,,,,-93.6586533902,,,-10.8803651397,-3.8907498796,,,-18.6825794566,,,,,,,,-76.3641662658,53.7767121067,-5.8685905035,,,-15.9512903586,,,,,,,,,,,,-19.9934344934,,,,,1150.1372118551,-14.609264548,,,,,-12.0198234662,,,,,-49.2996486234,14.91509961,,,,,,,,,2.0109774173,,-61.2526236082,-64.4827543096,-8.4095680902,,70.6096384586,-47.8547574404,,,,130.2844995989,,,-31.3883637052,-28.3890431895,-23.1275249509,-91.3408692382,,-564.0263249985,,-47.8411528806,-38.4383745078,28.1992126848,,,4.4555985988,-97.8102520741,2569.1575029962,,,,,,,,,,,,-10.6131523339,,,,,,,,0,,,-36.74707252,,,-9.1872064471,,4.931515745,-21.6346253458,-6.2474454443,-29.0234906946,-12.2860737655,-15.5080219415,-6.2474454443,-0.6847624511,17.4406297196,50.4042918973,71.4382855804,186.3912823298,-16.2378008,15.8973208008,,,,2.8116185822,-20.5377272919,,,,,0
002024.SZ,002024,ST易购,10007262,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2021-04-30 00:00:00,CNY,,22259567000,7227859000,,280761000,,,,,,,,,0,,,,499800000,,,33241438000,3853422000,,2965000,12407212000,,,0,,0,,520476000,,6477559000,6915645000,,,37760000,,,,,0,,,,,,12569459000,,,,,,136665000,6385345000,,,,,12695569000,,,,,21290578000,7279723000,28687720000.0,,0,,,,,,40321336000,,985984000,1260623000,915296000,,1283212000,23430291000,,0,,20895308000,0,,41664871000,8421274000,19405304000,1193415000,,-1278712000,,4367046000,604997000,5449420000,,,762648000,1976014000,1163476000,,,0,,,,,,,,,24538223000,,,,,,,,9310040000,,,24106054000,,,749412000,,1809757000,1654652000,235640521000,101654869000,118239703000,78627717000,235640521000,157012804000,133985652000,38773101000,15876436000,4788314000,77344505000,,14816178000,,,2305900000,36431217000,,34001478000.0,,-34.4267459005,8.2728156679,,-81.1304992442,,,,,,,,,,,,,-94.4407256555,,,-10.8137225021,15.6208471593,,,37.807733784,,,,,,,,-75.7290934154,40.8184286002,-5.811071499,,,3.8018528191,,,,,,,,,,,,-33.1269828011,,,,,260.9269774198,-14.609264548,,,,,-14.3094739843,,,,,-4.7320656494,20.9557295154,,,,,,,,,0.1235039115,,-60.4484084037,-46.5599722588,-5.4730447768,,232.893534964,-24.5725509047,,,,286.2909497959,,,-21.7359194002,-23.7582647978,0.5969314399,-72.6900573286,,-422.1902786981,,-39.3227169353,-22.8350664706,23.2272328155,,,-18.1305834842,-83.9498843563,14839.3425783256,,,,,,,,,,,,-9.860472347,,,,,,,,0,,,-4.2233072334,,,-36.76632519,,3.4932222853,-32.0876700679,4.2672881864,-7.2875432101,5.7673457653,-8.9450939418,4.2672881864,12.4374236508,15.1561517899,39.2094169416,22.825477804,334.3985136344,-11.4216087329,64.1848959467,,,,18.5570376114,-10.0400916904,,,,,0
002024.SZ,002024,ST易购,10007262,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-24 00:00:00,2022-04-30 00:00:00,CNY,,31051572000,7696449000,,286609000,,,,,,,,,0,,,,499777000,,,33228244000,3462978000,,1846000,11518134000,,,0,,0,,858156000,,5670490000,6886085000,,,41138000,,,,,0,,,,,,18099415000,,,,,,136665000,6385345000,,,,,13882029000,,,,,24251743000,6886199000,,,0,,,,,,39351953000,,986801000,1510520000,926167000,,-25644000,25887751000,23392000.0,0,,17684600000,0,,52072796000,9392998000,21021224000,1696549000,,-1355258000,,5997641000,1651050000,5558069000,,,841551000,1975740000,1410851000,,,0,,,,,,,,,24786724000,,,,,,,,9310040000,,,23745691000,,,942048000,,1809757000,900749000,212075200000,107483606000,124601727000,76831803000,212075200000,135243397000,104591594000,10641670000,15800050000,1241863000,76857447000,,15899648000,,,2305900000,36033899000,,,,-30.0332589951,6.9773787179,,-95.9957259279,,,,,,,,,,,,,-94.1125143454,,,-10.7942751973,-20.2691296594,,,,,,,,,,,-61.5513925902,37.2943486588,-9.0066572582,,,-4.1675402427,,,,,,,,,,,,1.6374547811,,,,,253.1486601721,-14.609264548,,,,,-5.5279379341,,,,,-9.4411918639,11.9628143315,,,,,,,,,-2.2516136191,,-59.5699290385,-40.1735399844,-2.2271510371,,96.7000470981,-23.63994211,103.6211699164,,,130.7878624632,,,-26.1790543952,-20.7664892706,-19.6401034312,-63.5962282791,,-785.9460964191,,-16.1662713284,52.9850642546,20.8703908406,,,5.5792392232,-83.9505886019,44575.4591513616,,,,,,,,,,,,-8.1596061316,,,,,,,,0,,,25.2752057115,,,-32.0390632834,,3.4932222853,-47.4256794104,-10.462029635,-10.9951191884,2.7583945868,-11.8343360264,-10.462029635,-9.6632239539,-9.9075055586,-62.5994583185,25.2749002304,-22.4731060625,-12.5844256236,32.8290507408,,,,21.3656490844,-12.7041074729,,,标准无保留意见,,0
